,num_sulphur,num_polar_non_positive_non_negative,num_polar,num_positive,num_negative,num_hydrophobic,num_aromatic,num_non_aromatic,num_hydroxylic,num_amidic,num_aliphatic,num_essential,weight,hydrophobicity,hydration_energy,num_large_chains,sidechain_volume,polarity,sasa
100,0,9,21,5,7,10,8,33,3,6,11,19,5825.4,-30.799999999999994,-74.70999999999998,25,3188.7,351.8,76.97200000000001
101,1,9,20,5,6,2,3,30,5,4,8,10,4270.0999999999985,-53.49999999999999,-70.39999999999999,11,1904.1999999999998,315.09999999999997,54.464000000000006
102,2,16,49,20,13,18,17,73,8,8,20,37,13082.600000000015,-111.50000000000003,-241.44000000000017,57,7276.0,787.9999999999994,170.17200000000005
103,4,7,18,8,3,14,10,44,2,5,16,26,7490.199999999999,-11.699999999999996,-70.75999999999996,33,4113.499999999999,425.7999999999999,98.12700000000001
104,1,5,17,6,6,7,8,31,3,2,11,18,5395.4,-29.900000000000002,-73.87999999999998,20,2740.7999999999997,331.99999999999994,69.681
105,1,1,5,3,1,8,5,11,0,1,4,12,2356.6,7.599999999999997,-13.04,12,1446.3000000000002,118.30000000000001,31.982000000000003
106,8,20,42,12,10,27,10,73,11,9,20,40,11354.40000000001,-33.39999999999999,-142.32000000000008,43,5959.0,693.5,148.06200000000007
107,3,11,26,8,7,12,6,40,5,6,10,20,6334.799999999998,-40.199999999999996,-87.19999999999999,26,3323.2000000000003,406.09999999999997,83.00300000000001
108,5,11,33,13,9,18,8,55,7,4,15,33,8647.400000000003,-39.400000000000006,-89.61999999999995,31,4663.100000000001,544.3000000000001,114.87700000000001
109,4,14,30,9,7,14,8,54,6,8,17,31,8538.500000000002,-35.900000000000006,-95.86999999999998,32,4557.8,524.0999999999999,112.00900000000003
110,1,15,24,3,6,4,5,39,7,8,12,12,5727.899999999999,-54.400000000000006,-99.62,16,2642.5,398.6999999999999,73.15800000000002
111,8,18,49,19,12,25,21,78,7,11,20,39,14328.100000000026,-87.10000000000002,-276.41000000000014,62,7770.300000000003,835.4,184.532
112,6,4,26,13,9,17,7,59,2,2,19,31,9191.400000000001,-16.099999999999998,-87.10000000000001,40,4985.7,538.7999999999997,120.60400000000001
113,3,11,30,11,8,13,13,60,6,5,23,34,10015.00000000001,-49.2,-112.79999999999988,41,5322.300000000002,608.2999999999997,131.85199999999998
114,0,9,25,11,5,7,4,37,5,4,10,18,5836.199999999999,-53.800000000000004,-128.03999999999996,26,3128.100000000001,366.3999999999999,75.67600000000002
115,3,9,11,1,1,10,1,33,6,3,16,11,3968.699999999998,16.899999999999995,-21.81,11,1770.6999999999998,268.4,51.83999999999999
116,5,9,22,8,5,22,10,45,2,7,17,24,7690.200000000001,-5.999999999999997,-97.36999999999992,33,4201.3,441.3999999999998,99.40599999999999
117,2,16,34,9,9,15,6,60,6,10,20,28,8808.900000000005,-37.8,-100.27999999999997,35,4510.4,576.2,116.23600000000003
118,5,25,47,14,8,25,15,71,12,13,18,41,12244.000000000015,-60.8,-200.23,53,6898.100000000001,722.8000000000002,160.62300000000002
119,1,9,15,3,3,3,2,21,4,5,5,7,3048.4999999999986,-30.599999999999998,-58.480000000000004,11,1485.8999999999999,211.79999999999995,39.949999999999996
120,2,9,14,1,4,5,3,21,2,7,5,6,3160.299999999999,-32.8,-37.080000000000005,10,1484.6000000000001,223.10000000000002,40.745999999999995
121,1,9,14,4,1,7,3,21,6,3,6,13,3205.5999999999985,-8.100000000000001,-58.37,13,1687.4999999999998,200.2,41.93899999999999
122,3,4,7,3,0,7,3,23,3,1,11,10,3296.6999999999985,-1.6999999999999997,-43.120000000000005,11,1572.8999999999996,198.7,43.057
123,4,19,35,12,4,13,8,61,9,10,19,20,9375.700000000004,-68.3,-200.23000000000008,34,4769.0999999999985,593.5,119.408
124,4,10,24,5,9,24,16,51,4,6,22,30,9092.500000000005,8.700000000000003,-47.83,35,4880.900000000001,537.1,119.85899999999994
125,1,9,30,9,12,12,15,55,6,3,24,24,9756.300000000007,-68.99999999999999,-135.41999999999996,34,5084.800000000001,599.4,126.20399999999997
126,5,18,42,17,7,26,17,77,12,6,25,53,12921.500000000016,-33.3,-159.10999999999999,55,7028.9000000000015,767.1999999999999,172.08000000000004
127,2,9,22,7,6,12,3,45,7,2,15,27,6216.900000000001,-9.899999999999999,-29.21999999999999,26,3216.0000000000005,404.8999999999999,83.48300000000002
128,6,16,31,8,7,20,7,56,5,11,17,27,8561.6,-28.1,-102.93999999999997,34,4462.299999999999,532.8999999999999,112.00600000000001
129,3,20,39,8,11,18,16,68,9,11,25,29,11483.600000000015,-70.49999999999994,-166.34,41,5920.500000000001,718.5000000000002,150.003
130,5,20,40,12,8,15,6,72,12,8,23,35,10245.200000000012,-58.70000000000001,-142.42999999999998,34,5057.5,674.3,134.06900000000005
131,0,8,16,5,3,5,3,28,4,4,11,12,4148.499999999998,-29.2,-73.87,16,2082.0,270.29999999999995,53.279999999999994
132,4,11,23,10,2,12,7,38,6,5,10,18,6192.0999999999985,-31.199999999999992,-133.1,22,3248.0,378.99999999999994,79.407
133,2,16,27,9,2,8,3,46,8,8,15,22,6258.7,-35.099999999999994,-113.26999999999997,20,2972.6999999999994,432.09999999999997,81.207
134,3,3,16,6,7,11,6,29,2,1,9,14,4935.999999999997,-22.7,-58.57,20,2598.6,297.19999999999993,63.71800000000001
135,9,20,52,20,12,22,11,82,8,12,17,37,12976.300000000017,-99.90000000000002,-212.9600000000001,49,6823.499999999999,822.4000000000003,168.44599999999997
136,4,21,36,8,7,21,12,59,14,7,17,30,9582.700000000004,-23.200000000000003,-152.68999999999997,37,4894.900000000001,588.1999999999998,123.739
137,1,3,10,5,2,2,1,15,3,0,3,8,2176.3999999999996,-24.799999999999997,-51.519999999999996,7,1033.7999999999997,145.8,27.913999999999998
138,2,12,27,5,10,14,15,51,4,8,19,30,9484.000000000007,-47.99999999999997,-97.86,40,5203.8,545.1999999999999,123.85299999999997
139,1,7,21,10,4,8,7,38,3,4,12,25,6361.5999999999985,-38.499999999999986,-80.45999999999997,30,3564.0999999999995,381.6,84.38700000000001
140,2,10,22,7,5,13,10,37,5,5,11,22,6482.099999999998,-16.79999999999999,-78.63999999999993,26,3552.6000000000004,394.2999999999999,86.02399999999996
141,1,20,29,6,3,10,6,45,13,7,13,24,6868.500000000001,-27.399999999999995,-132.63,25,3556.7,431.09999999999985,88.59300000000002
142,0,2,11,6,3,10,9,27,1,1,15,22,5070.799999999999,-3.8999999999999986,-31.020000000000003,23,2917.3,280.2,67.97500000000001
143,2,5,17,6,6,5,3,27,1,4,5,13,4311.499999999998,-39.29999999999999,-56.78,17,2280.3,270.3,56.235
144,3,17,29,11,1,17,6,59,12,5,21,35,8636.000000000002,-2.899999999999999,-119.72999999999998,39,4641.600000000002,513.3999999999999,114.30800000000005
145,3,21,42,14,7,25,20,78,14,7,32,52,13543.00000000002,-33.40000000000001,-189.18000000000006,57,7377.600000000001,790.2999999999998,177.56100000000006
146,5,13,26,7,6,19,7,55,8,5,19,33,8467.3,-3.9000000000000066,-88.62000000000002,36,4535.000000000001,490.0999999999999,111.24100000000004
147,5,16,41,13,12,23,15,80,11,5,29,41,13000.500000000022,-58.8,-183.27000000000035,49,6735.9000000000015,790.5999999999998,169.41199999999998
148,2,5,14,8,1,5,2,24,2,3,5,11,3717.1999999999985,-27.000000000000004,-90.19,16,2013.6999999999998,223.19999999999996,47.07899999999999
149,2,9,17,5,3,10,4,34,2,7,14,14,5151.399999999998,-17.3,-68.89000000000001,19,2724.7,320.1,66.87600000000002
150,6,9,18,7,2,24,8,45,6,3,17,31,7212.4,39.999999999999986,-67.81,34,4028.3,389.4000000000001,95.08800000000002
151,1,7,26,15,4,15,14,44,3,4,15,31,8339.4,-40.90000000000002,-145.23999999999995,41,4718.000000000001,481.19999999999976,110.049
152,1,18,37,13,6,19,12,64,7,11,21,35,10587.80000000001,-50.90000000000002,-171.57999999999998,45,5723.0999999999985,640.0,137.62500000000003
153,7,17,35,11,7,17,14,64,11,6,15,37,10919.700000000013,-39.599999999999994,-169.45999999999995,40,5800.500000000003,631.3999999999999,142.17700000000005
154,0,6,11,2,3,5,5,15,3,3,3,8,2796.999999999999,-11.100000000000001,-43.0,10,1477.8999999999999,173.29999999999998,36.117000000000004
155,0,4,11,6,1,0,1,14,1,3,2,3,2141.2999999999993,-37.9,-70.24,8,1105.3000000000002,148.99999999999997,26.6
156,3,4,17,3,10,14,12,32,2,2,9,16,6323.699999999999,-15.099999999999994,-58.25,22,3369.0,359.49999999999994,81.74599999999998
157,2,14,28,6,8,15,15,57,7,7,21,32,9944.20000000001,-34.69999999999999,-128.95,38,5220.500000000001,587.8,130.11900000000006
158,3,12,29,9,8,16,15,66,4,8,26,34,11269.000000000011,-36.60000000000001,-130.57999999999993,47,6087.599999999999,653.6999999999997,147.68200000000002
159,2,2,10,6,2,3,6,20,1,1,8,8,3778.099999999999,-39.9,-84.48999999999995,14,1969.2,217.4,46.76899999999999
160,1,3,6,1,2,7,1,14,1,2,7,6,1970.2999999999997,7.000000000000002,-7.470000000000001,8,1050.7,120.00000000000001,25.731
161,1,6,18,3,9,7,5,29,3,3,8,14,4664.699999999997,-32.599999999999994,-32.339999999999996,15,2360.7999999999997,306.5,61.03000000000001
162,8,14,29,8,7,16,2,55,11,3,15,24,7331.4,-12.800000000000004,-94.27999999999997,21,3476.7,479.20000000000005,94.337
163,7,10,24,11,3,33,16,70,4,6,34,41,11359.200000000013,43.899999999999984,-74.08999999999995,49,6143.200000000001,655.2000000000006,149.32000000000002
164,9,16,38,12,10,27,11,77,4,12,27,35,12036.100000000017,-42.600000000000016,-135.3400000000001,45,6297.4000000000015,730.9,156.15000000000003
165,3,18,37,15,4,21,7,84,6,12,38,44,11793.30000000002,-24.699999999999992,-112.5299999999999,50,6123.4,759.8000000000001,156.28700000000006
166,1,3,11,7,1,6,4,21,2,1,7,14,3454.999999999999,-11.800000000000008,-55.02000000000001,18,1907.2,205.10000000000005,46.147000000000006
167,2,3,8,2,3,5,3,15,2,1,5,5,2357.7,-8.5,-25.609999999999996,7,1136.1999999999998,154.39999999999998,30.248
168,1,5,19,9,5,9,3,31,5,0,10,12,4704.299999999998,-24.900000000000002,-95.14999999999999,20,2454.3,294.3999999999999,59.15600000000001
169,6,17,35,7,11,18,9,65,3,14,22,24,9822.900000000005,-52.5,-91.36999999999993,34,4903.499999999999,648.8,128.642
170,4,13,29,8,8,12,10,55,5,8,19,21,8889.100000000004,-60.69999999999998,-131.22999999999996,30,4496.4,556.4,114.449
171,4,8,22,8,6,16,9,44,7,1,15,25,7006.2,-3.8000000000000034,-74.33999999999997,27,3566.1,432.7999999999999,92.60199999999998
172,1,10,23,6,7,20,12,62,6,4,29,41,10086.200000000006,11.6,-59.2,43,5504.000000000002,571.2999999999997,132.846
173,0,11,29,4,14,12,5,53,5,6,23,20,7738.300000000004,-60.90000000000001,-61.68999999999999,22,3734.2000000000003,523.8,99.14100000000005
174,1,6,18,7,5,7,3,31,2,4,10,14,4654.799999999998,-30.7,-61.17999999999999,17,2429.8999999999996,303.90000000000003,60.21500000000002
175,6,13,29,8,8,22,14,66,5,8,27,32,10971.100000000013,-20.999999999999993,-120.37999999999994,40,5762.300000000001,643.4000000000001,141.48400000000004
176,3,6,18,6,6,13,2,38,3,3,14,16,5280.899999999998,-6.099999999999999,-41.36,21,2711.2999999999997,338.09999999999997,68.334
177,0,2,4,0,2,2,4,10,0,2,3,6,2059.1,-5.000000000000002,-16.78,9,1160.2,109.2,27.07
178,5,10,21,9,2,13,10,42,3,7,14,18,7108.299999999997,-33.70000000000001,-111.18999999999997,29,3788.299999999999,428.2,93.199
179,4,24,41,11,6,14,6,67,15,9,17,37,9691.200000000008,-54.600000000000016,-156.81000000000003,33,4895.9000000000015,630.6000000000003,126.76500000000004
180,2,13,31,11,7,20,16,61,8,5,18,44,11080.800000000012,-16.700000000000003,-133.46999999999989,52,6337.300000000002,602.4000000000001,146.35999999999993
181,2,7,22,7,8,20,11,43,4,3,18,30,7739.4,-3.400000000000004,-70.48,36,4388.000000000001,429.09999999999985,101.48200000000001
182,7,14,27,11,2,23,16,56,5,9,18,32,10161.000000000007,-13.400000000000004,-156.94999999999996,44,5607.499999999998,560.5,131.58100000000002
183,3,17,41,18,6,19,23,71,6,11,22,40,13727.100000000017,-79.10000000000002,-272.79000000000013,61,7683.2,770.0000000000002,177.94799999999998
184,3,5,19,5,9,15,5,33,4,1,10,18,5284.799999999999,-4.000000000000001,-28.340000000000003,20,2884.1000000000004,319.29999999999995,69.56700000000001
185,6,13,31,11,7,30,18,75,9,4,32,48,12603.900000000018,18.700000000000003,-122.55999999999986,54,6769.000000000004,715.8000000000001,166.006
186,8,13,26,10,3,27,9,73,6,7,28,43,10870.700000000008,31.900000000000006,-81.11999999999998,47,5793.700000000001,627.2999999999998,142.84000000000003
187,5,23,45,11,11,26,9,82,9,14,31,33,12164.100000000017,-61.30000000000001,-157.9600000000001,46,6122.499999999997,780.8,157.51099999999994
